x olderr newerr delta oldt newt
42 0.07191291745308259 0.00010770197650478153 -0.07180521547657781 0.9264263500226662 0.9390271449228749
43 0.06509597537914003 0.00422844327029992 -0.060867532108840106 0.9147118469700217 0.9466202940093353
44 0.058138041810252616 0.008119684320380571 -0.050018357489872045 0.9558613370172679 0.9577253500465304
45 0.05105380072467325 0.01178829539512627 -0.03926550532954698 0.9185352999484167 0.9627676600357518
46 0.0438567464148969 0.01524109299006815 -0.028615653424828746 1.00391002104152 0.9657434959663078
47 0.03655928071335657 0.01848481532307078 -0.018074465390285788 0.9619344690581784 0.9333913659211248
48 0.02917280244410536 0.021526102766974198 -0.0076466996771311635 0.9278718419373035 0.954513164004311
49 0.02170778960205011 0.024371482383255927 0.0026636927812058175 0.9346539680846035 0.9345169640146196
50 0.014173874766792327 0.027027355862988767 0.01285348109619644 0.9307650219416246 0.9261312000453472
51 0.006579914250196772 0.029499990298690104 0.022920076048493332 0.9257058539660648 0.9180334259290248
52 0.0010659485399648894 0.03179551130724212 0.03072956276727723 0.9277776419185102 0.9315718750003725
53 0.008756225060563061 0.03391989810388374 0.025163673043320678 0.9247970359865576 0.9484604890458286
54 0.01648402848408015 0.035878980193277954 0.019394951709197805 1.0620554039487615 1.0409106460865587
55 0.024243025033976906 0.03767843539843607 0.013435410364459166 0.9456116680521518 0.9483281070133671
56 0.03202738942670358 0.03932378899382005 0.007296399567116474 1.010009536985308 1.0212387640494853
57 0.0398317640706205 0.04082041374683776 0.000988649676217257 1.032550866017118 0.9867323338985443
58 0.04765122169923419 0.042173530703588646 -0.0054776909956455455 0.9572483210358769 0.928147081984207
59 0.055481231142167964 0.04338821058116338 -0.012093020561004586 0.9407945040147752 0.9550638539949432
60 0.06331762596176915 0.04446937565094444 -0.01884825031082471 0.9486714900704101 0.957218591007404
61 0.07115657570628553 0.04542180201588586 -0.02573477369039967 0.9396212570136413 0.924974231980741
62 0.07899455955191481 0.04625012220039526 -0.03274443735151955 0.9469897489761934 0.9208323120838031
63 0.08682834212585977 0.046958827984485474 -0.039869514141374296 0.9579185500042513 0.9575921109644696
64 0.09465495132075219 0.04755227342494894 -0.04710267789580325 0.9706311500631273 0.9206661289790645
65 0.10247165792762214 0.04803467801557648 -0.05443697991204566 1.024586671963334 0.9290453270077705
66 0.11027595692993675 0.048410129946293345 -0.0618658269836434 0.920459309942089 0.9320575230522081
67 0.11806555031529165 0.04868258942772474 -0.0693829608875669 0.9086660470347852 0.9158178720390424
68 0.125838331274168 0.04885589205327001 -0.07698243922089798 0.9184569020289928 0.9183685459429398
69 0.13359236966688304 0.0489337521755262 -0.08465861749135684 0.9127899329178035 0.9135844280244783
70 0.1413258986504511 0.04891976627787198 -0.09240613237257911 0.9223991739563644 0.9456238840939477
71 0.14903730236683277 0.04881741632544134 -0.10021988604139143 0.9222550271078944 0.9630783559987321
72 0.15672510460277422 0.04863007308253575 -0.10809503152023847 0.9567356329644099 0.9747238380368799
73 0.16438795833951314 0.04836099938600569 -0.11602695895350745 0.9817526589613408 0.9604104380123317
74 0.1720246361178246 0.04801335336610446 -0.12401128275172013 0.9655014729360119 0.9946930089499801
75 0.1796340211505516 0.047590191608131605 -0.13204382954242 0.9503232310526073 0.9728450409602374
76 0.18721509912068335 0.047094472249567865 -0.14012062687111548 0.9377509750192985 0.9772153160301968
77 0.19476695060855143 0.04652905800869522 -0.1482378925998562 0.9901223001070321 0.9462370428955182
78 0.20228874409662811 0.045896719141708786 -0.15639202495491933 0.9665042560081929 0.9534861729480326
79 0.209779729504886 0.04520013632619335 -0.16457959317869264 0.9367364179342985 0.9558117900742218
80 0.2172392322138048 0.04444190346959598 -0.17279732874420883 0.9315430850256234 0.9464673990150914
81 0.22466664753575216 0.043624530441913834 -0.18104211709383833 0.9719147980213165 0.9832982720108703
82 0.23206143559891856 0.04275044573235398 -0.18931098986656458 0.991469445056282 0.9508369360119104
83 0.2394231166109515 0.04182199903011252 -0.19760111758083898 0.976081485976465 0.9497511120280251
84 0.24675126647232304 0.04084146372981046 -0.20590980274251258 0.9757005939027295 0.9469725909875706
85 0.2540455127119099 0.03981103936237851 -0.21423447334953138 0.9697536290623248 0.9282937500393018
86 0.2613055307196577 0.03873285395244519 -0.22257267676721249 0.9683506910223514 0.929710010997951
87 0.26853104025322416 0.03760896630343957 -0.2309220739497846 0.9306471910094842 0.9292036290280521
88 0.2757218021974843 0.036441368211813874 -0.23928043398567045 0.9547335359966382 0.9384954170091078
89 0.28287761555747704 0.03523198661186733 -0.2476456289456097 0.9241470189299434 0.9281459160847589
90 0.2899983146669882 0.03398268565275764 -0.2560156290142306 0.9145707989810035 0.9144034730270505
91 0.29708376659642166 0.032695268709378666 -0.264388497887043 0.9400089470436797 0.922319695004262
92 0.3041338687449242 0.03137148032878034 -0.27276238841614386 0.9166529449867085 0.9022183109773323
93 0.3111485466029533 0.030013008113876083 -0.28113553848907724 0.934122476959601 0.9248341630445793
94 0.31812775167258245 0.028621484546195397 -0.28950626712638705 0.917115462012589 0.9220748479710892
95 0.3250714595338504 0.02719848874941455 -0.29787297078443586 0.9412975909654051 0.9118677841033787
96 0.33197966804638845 0.025745548195435397 -0.30623411985095306 0.925187234999612 0.9941641879267991
97 0.33885239567640646 0.02426414035473279 -0.31458825532167367 0.9613249680260196 0.9628575260285288
98 0.34568967993990096 0.022755694292690087 -0.3229339856472109 0.942080982029438 0.928039803984575
99 0.352491575953664 0.021221592213622742 -0.33126998374004124 0.9167585120303556 0.9524905079742894
100 0.3592581550862892 0.019663170954130393 -0.33959498413215883 0.9159092019544914 0.9319861549884081
101 0.36598950370204353 0.018081723427427754 -0.3479077802746158 0.9316985419718549 0.9355028809513897
102 0.37268572199092986 0.016478500020228992 -0.35620722197070087 0.9294664390617982 0.9449869969394058
103 0.3793469228788533 0.014854709943742606 -0.3644922129351107 0.9304927840130404 0.95552688697353
104 0.3859732310122128 0.013211522540308884 -0.37276170847190393 0.9451350960880518 0.9706178269116208
105 0.39256478181168664 0.011550068547117043 -0.3810147132645696 0.949618047918193 0.9562274110503495
106 0.39912172059037676 0.009871441318480834 -0.3892502792718959 0.9299478379543871 1.0453472760273144
107 0.4056442017318229 0.008176698008021788 -0.39746750372380113 1.0045516529353335 0.9982756200479344
108 0.41213238792373463 0.006466860712142086 -0.40566552721159255 0.9521245160140097 0.9412468519294634
109 0.4185864494436107 0.0047429175760766995 -0.413843531867534 1.0646105819614604 0.9962446429999545
110 0.425006563492655 0.003005823863796664 -0.4220007396288583 0.9508815109729767 1.011459855013527
111 0.43139291357471876 0.0012565029929998417 -0.4301364105817189 0.9623130949912593 0.9134178940439597
112 0.43774568891717003 0.0005041524636357764 -0.43724153645353425 0.9457191000692546 0.9269434260204434
113 0.4440650839308775 0.002275279809786923 -0.4417898041210906 0.9284014069708064 0.9431000699987635
114 0.4503512977066393 0.0040560452882845155 -0.44629525241835477 0.9141553050139919 0.9088189860340208
115 0.45660453354562947 0.00584564317432168 -0.4507588903713078 0.9152615769999102 0.9319692150456831
116 0.46282499852156267 0.007643294898027619 -0.45518170362353505 0.9369242090033367 0.9299430079990998
117 0.46901290307247656 0.009448248195409015 -0.45956465487706755 0.9274011289235204 0.9211396840400994
118 0.47516846062014473 0.011259776286681955 -0.4639086843334628 0.9397287020692602 0.9338938149157912
119 0.4812918872153098 0.013077177081080471 -0.46821471013422933 0.9393538200529292 0.9158453319687396
120 0.48738340120701196 0.014899772407230394 -0.47248362879978156 0.9412825170438737 0.932526774937287
121 0.4934432229344372 0.01672690726822257 -0.47671631566621464 0.9290928479749709 0.9344100609887391
122 0.49947157443980394 0.01855794912054254 -0.4809136253192614 0.927289268001914 0.9657467289362103
123 0.5054686792009209 0.02039228717606445 -0.4850763920248564 0.9115456680301577 0.9273515200475231
124 0.5114347618821142 0.022229331726307144 -0.4892054301558071 0.918270719004795 1.0403319570468739
125 0.5173700481023458 0.024068513488223253 -0.4933015346141225 0.9408576400019228 0.9641321849776432
126 0.5232747642194093 0.025909282970769887 -0.49736548124863944 0.9549026599852368 0.9610434960341081
127 0.5291491371291448 0.02775110986159479 -0.50139802726755 0.9664602190023288 0.9802515099290758
128 0.5349933940787208 0.029593482433128315 -0.5053999116455925 0.9472105730092153 0.9722833359846845
129 0.5408077624930767 0.03143590696745324 -0.5093718555256235 0.9770550989778712 0.9640961260301992
130 0.5465924698136622 0.033277907199321 -0.5133145626143412 0.9170499839819968 0.9612532979808748
131 0.5523477433487152 0.03511902377669518 -0.51722871957202 0.9270301510114223 0.9630089430138469
132 0.5580738101343057 0.03695881373826104 -0.5211149963960446 0.924792792997323 0.9677705599460751
133 0.5637708968054831 0.03879685000731481 -0.5249740467981683 0.9155656299553812 0.9416773660341278
134 0.5694392294768766 0.04063272090150338 -0.5288065085753733 0.9125487520359457 0.9372815969400108
135 0.5750790336321296 0.04246602965789226 -0.5326130039742374 0.9057537640910596 0.9137785868952051
136 0.5806905340216364 0.04429639397283669 -0.5363941400487997 0.9370249669300392 0.9516339530237019
137 0.5862739545680231 0.046123445556190745 -0.5401505090118324 0.910387939075008 0.9767288349103183
138 0.5918295182788933 0.04794682969937725 -0.543882688579516 0.9197073370451108 0.9321535819908604
139 0.5973574471663925 0.04976620485684613 -0.5475912423095464 0.9263729139929637 0.9143097429769114
140 0.6028579621731227 0.05158124224051441 -0.5512767199326083 0.9180513579631224 0.9147414721082896
141 0.608331283104036 0.053391625426738365 -0.5549396576772976 0.9028582969913259 0.9269233379745856
142 0.6137776285639172 0.0551970499754173 -0.5585805785884999 0.9279616019921377 0.9153541979612783
143 0.6191972159000958 0.056997223060845315 -0.5621999928392505 0.927053770981729 0.9094426470110193
144 0.6245902611500584 0.058791863113913934 -0.5657983980361445 0.9087005340261385 0.9207299960544333
145 0.6299569789936541 0.06058069947530775 -0.5693762795183464 0.9084581380011514 0.9093283528927714
146 0.6352975827095975 0.062363472059339564 -0.5729341106502579 0.9423314100131392 0.9243198200128973
147 0.6406122841359876 0.0641399310280768 -0.5764723531079108 0.9375838290434331 0.9378679249202833
148 0.6459012936346094 0.06590983647543158 -0.5799914571591778 1.0168949330691248 0.9570515250088647
149 0.6511648200587397 0.06767295812090524 -0.5834918619378344 0.9458544920198619 0.9425168819725513
150 0.656403070724279 0.06942907501264628 -0.5869739957116327 0.9312046809354797 0.9395649360958487
151 0.6616162513839496 0.07117797523957403 -0.5904382761443756 0.9455373850651085 0.9257114409701899
152 0.6668045662043962 0.07291945565223301 -0.5938851105521632 0.9686808080878109 0.978740026941523
153 0.671968217745988 0.07465332159213212 -0.5973148961538559 0.9490400380454957 1.029596711974591
154 0.6771074069451428 0.07637938662927723 -0.6007280203158656 0.9987728730775416 0.9662338480120525
155 0.682222333099026 0.07809747230766018 -0.6041248607913658 0.9621145320124924 0.9332148559624329
156 0.6873131938524484 0.07980740789843743 -0.607505785954011 0.939057125011459 0.9328485929872841
157 0.6923801851868348 0.08150903016055278 -0.610871155026282 0.929205599008128 0.9295376879163086
158 0.6974235014111176 0.08320218310859673 -0.6142213183025209 0.9398359369952232 0.9389957700623199
159 0.7024433351544372 0.08488671778763646 -0.6175566173668008 0.9333296429831535 0.9463279310148209
160 0.7074398773605175 0.0865624920548349 -0.6208773853056826 0.9689447100972757 0.9182690939633176
161 0.712413317283608 0.0882293703676229 -0.6241839469159851 0.9850357740651816 0.9375284219859168
162 0.7173638424858995 0.0898872235782271 -0.6274766189076724 0.9152483079815283 0.918328084051609
163 0.7222916388362863 0.09153592873436889 -0.6307557101019174 0.9200396909145638 0.9345570430159569
164 0.7271968905104114 0.09317536888591871 -0.6340215216244927 0.90537926601246 0.9186180180404335
165 0.7320797799918921 0.09480543289733667 -0.6372743470945554 0.9240791739430279 0.9449200950330123
166 0.7369404880746284 0.09642601526572303 -0.6405144728089054 0.937372186104767 0.9333020609337837
167 0.7417791938661571 0.09803701594429981 -0.6437421779218573 0.9157769619487226 0.9261433670762926
168 0.7465960747919427 0.09963834017114515 -0.6469577346207975 0.9553769099293277 0.9517836960731074
169 0.7513913066005387 0.10122989830305062 -0.650161408297488 0.9283837280236185 0.9493307420052588
170 0.756165063369588 0.10281160565430802 -0.65335345771528 1.0913299700478092 0.960665569989942
171 0.7609175175125555 0.10438338234029665 -0.6565341351722589 0.9725042310310528 0.9511177989188582
172 0.7656488397861807 0.1059451531257194 -0.6597036866604613 0.9962756860768422 0.9278540649684146
173 0.7703591992985563 0.10749684727734721 -0.6628623520212091 0.9806775050237775 0.9734305200399831
174 0.7750487635178152 0.1090383984211254 -0.6660103650966898 0.9447163020959124 0.9637599519919604
175 0.7797176982813632 0.11056974440352807 -0.6691479538778351 1.0392535130959004 0.9516363289440051
176 0.7843661678056142 0.11209082715700358 -0.6722753406486106 0.9465020300121978 0.9329347939928994
177 0.7889943346961861 0.11360159256942293 -0.6753927421267631 0.9636166109703481 0.9753706230549142
178 0.7936023599585242 0.1151019903573749 -0.6785003696011493 0.9332921040477231 0.9223484270041808
179 0.7981904030089106 0.11659197394321641 -0.6815984290656942 0.9313760449877009 0.9192605629796162
180 0.8027586216858262 0.11807150033575287 -0.6846871213500734 0.9354321610881016 0.9216498580062762
181 0.8073071722616278 0.11954053001444542 -0.6877666422471824 0.9138672460103408 0.9172657639719546
182 0.811836209454528 0.12099902681702446 -0.6908371826375035 0.9153432759921998 0.9431464900262654
183 0.816345886440816 0.12244695783044257 -0.6938989286103734 0.9573735540034249 0.9324966029962525
184 0.8208363548673381 0.12388429328501882 -0.6969520615823193 0.9414135810220614 0.9269432489527389
185 0.8253077648641689 0.12531100645171378 -0.6999967584124551 0.9125519810477272 0.9203478270210326
186 0.8297602650574722 0.12672707354243684 -0.7030331915150354 0.9244350870139897 0.9165992420166731
187 0.8341940025825343 0.12813247361328006 -0.7060615289692542 0.9519603250082582 0.9158020550385118
188 0.8386091230969344 0.12952718847060574 -0.7090819346263286 0.9151206169044599 0.9217702860478312
189 0.8430057707938374 0.13091120257989797 -0.7120945682139395 0.9102643390651792 0.942280214978382
190 0.8473840884153994 0.13228450297729832 -0.715099585438101 0.9148896780097857 0.9569467749679461
191 0.8517442172662566 0.13364707918374208 -0.7180971380825145 0.9222112890565768 0.9327669949270785
192 0.8560862972270877 0.13499892312161865 -0.7210873741054691 0.9279356460319832 0.9266990900505334
193 0.8604104667682435 0.13634002903388964 -0.7240704377343539 0.9345794459804893 0.9218465620651841
194 0.8647168629634034 0.1376703934055774 -0.727046469557826 0.9259755410021171 0.9280086040962487
195 0.8690056215032849 0.13899001488756912 -0.7300156066157157 0.9115623700199649 0.9450341779738665
196 0.8732768767093537 0.1402988942226555 -0.7329779824866982 0.9117649849504232 0.9330624210415408
197 0.877530761547554 0.14159703417375002 -0.735933727373804 0.9319800940575078 0.9140822440385818
198 0.8817674076420294 0.14288443945421925 -0.7388829681878102 0.9349595899693668 0.9200452199438587
199 0.8859869452888356 0.1441611166602481 -0.7418258286285875 0.9238713949453086 0.910711964010261
200 0.8901895034696317 0.14542707420521772 -0.7447624292644139 0.9076924030669034 0.9258449429180473
201 0.8943752098653359 0.14668232225599365 -0.7476928876093423 0.9089576569385827 0.9178535810206085
202 0.8985441908697478 0.14792687267110072 -0.7506173181986471 0.9525173099245876 0.9532579310471192
203 0.9026965716031281 0.14916073894070703 -0.7535358326624211 0.9251350200502202 0.9332179699558765
204 0.9068324759257198 0.1503839361283852 -0.7564485397973346 0.9406911549158394 0.9313680609920993
205 0.910952026451211 0.15159648081458066 -0.7593555456366303 0.911761449999176 0.9273857349762693
206 0.9150553445601393 0.15279839104175075 -0.7622569535183885 0.92294227599632 0.9261298360070214
207 0.9191425504132216 0.1539896862611121 -0.7651528641521095 0.9156562039861456 0.9177190939662978
208 0.9232137629646084 0.15517038728097 -0.7680433756836385 1.0398390570189804 0.9507271919865161
209 0.927269099975061 0.1563405162165603 -0.7709285837585007 0.9150908730225638 0.9077636268921196
210 0.9313086780250455 0.15750009644137908 -0.7738085815836664 0.916463206987828 0.9288577429251745
211 0.9353326125277315 0.1586491525399456 -0.7766834599877859 0.942518693045713 0.9128658989211544
212 0.9393410177419126 0.15978771026196092 -0.7795533074799517 0.9291191180236638 0.9498516559833661
213 0.9433340067848182 0.16091579647782606 -0.7824182103069921 0.9257262530736625 0.9194245269754902
214 0.947311691644841 0.16203343913546853 -0.7852782525093724 0.9083488649921492 0.9154781489633024
215 0.9512741831941502 0.16314066721845677 -0.7881335159756935 0.9218195989960805 0.9094192549819127
216 0.9552215912012141 0.1642375107053491 -0.790984080495865 0.9228093719575554 0.9303860199870542
217 0.9591540243432117 0.1653240005302461 -0.7938300238129656 0.9582107489695773 0.9227548660710454
218 0.9630715902183384 0.16640016854452444 -0.796671421673814 0.911249955999665 0.9182637729682028
219 0.9669743953580001 0.1674660474796985 -0.7995083478783016 0.9379679809790105 0.9152415529824793
220 0.9708625452389041 0.16852167091138792 -0.8023408743275162 0.9391104959649965 0.9213117460021749
221 0.974736144295032 0.1695670732243597 -0.8051690710706723 0.932464826037176 0.911913571995683
222 0.9785952959294999 0.17060228957862122 -0.8079930063508787 0.9178358929930255 0.9189169809687883
223 0.982440102526307 0.17162735587650246 -0.8108127466498045 0.922420026967302 0.9215756580233574
224 0.9862706654619711 0.17264230873074737 -0.8136283567312237 0.9468976309290156 0.9152260480914265
225 0.9900870851170414 0.17364718543354396 -0.8164398996834974 0.9375750470208004 0.9298291129525751
226 0.9938894608875009 0.17464202392649053 -0.8192474369610103 0.9052594230743125 0.9079739958979189
227 0.9976778911960524 0.17562686277145456 -0.8220510284245979 0.9225210580043495 0.9159807990072295
228 1.001452473503286 0.1766017411223162 -0.8248507323809697 0.9503654240397736 0.9337187289493158
229 1.0052133043187235 0.17756669869756259 -0.8276466056211609 0.9397625480778515 0.9187091059284285
230 1.0089604792117575 0.17852177575369588 -0.8304387034580616 0.9149486470269039 0.9294636480044574
231 1.0126940928224615 0.17946701305945822 -0.8332270797630033 0.9288530430058017 0.9321096090134233
232 1.0164142388722874 0.18040245187083226 -0.8360117870014552 0.9203059369465336 0.9204546390101314
233 1.0201210101746492 0.18132813390679559 -0.8387928762678536 0.919081637985073 0.9138250820105895
234 1.023814498645379 0.18224410132581603 -0.841570397319563 0.910953363054432 0.9218795909546316
235 1.027494795313081 0.18315039670305566 -0.8443443986100254 0.9140064290259033 0.9265187280252576
236 1.031161990329351 0.18404706300828177 -0.8471149273210692 0.9314328889595345 0.9150653660763055
237 1.0348161729789007 0.18493414358443871 -0.849882029394462 0.9360801219008863 0.9112873440608382
238 1.0384574316895439 0.18581168212688404 -0.8526457495626598 0.9191537379520014 0.9145616389578208
239 1.0420858540420879 0.1866797226632615 -0.8554061313788264 0.9196620880393311 0.9101405800320208
240 1.045701526780097 0.18753830953398776 -0.8581632172461093 0.906225407961756 0.9114158520242199
241 1.049304535819549 0.1883874873733502 -0.8609170484461988 0.9203570049721748 0.9136003729654476
242 1.0528949662583695 0.18922730109118024 -0.8636676651671893 0.9479927479987964 0.9339012650307268
243 1.0564729023858703 0.19005779585509686 -0.8664151065307735 0.925542697077617 0.9202067889273167
244 1.0600384276920591 0.19087901707330612 -0.869159410618753 0.9202711859252304 0.908809780026786
245 1.063591624876846 0.19169101037792924 -0.8719006144989168 0.9409706849837676 0.9370611469494179
246 1.0671325758591417 0.19249382160886253 -0.8746387542502791 0.9371269129915163 0.911035657976754
247 1.0706613617858407 0.19328749679813217 -0.8773738649877085 0.9115357990376651 0.9188917849678546
248 1.0741780630406996 0.19407208215474547 -0.8801059808859542 0.9086851250613108 0.9058744839858264
249 1.0776827592531113 0.19484762405002343 -0.8828351352030879 0.9117632119450718 0.9204924670048058
250 1.0811755293067629 0.19561416900339168 -0.8855613603033712 0.9197366710286587 0.9208836629986763
251 1.0846564513481978 0.19637176366862708 -0.8882846876795707 0.9080482030985877 0.9114825909491628
252 1.088125602795266 0.1971204548205403 -0.8910051479747256 0.936008227057755 0.9178508609766141
253 1.091583060345478 0.19786028934208666 -0.8937227710033913 0.922126060933806 0.9163374400231987
254 1.0950288999842472 0.19859131421188536 -0.8964375857723619 0.9301378560485318 0.9152213119668886
255 1.0984631969930385 0.19931357649214565 -0.8991496205008929 0.9282912600319833 0.9329464709153399
256 1.1018860259574108 0.20002712331698813 -0.9018589026404227 0.9278456100728363 0.9227284250082448
257 1.1052974607749615 0.2007320018811356 -0.9045654588938259 0.9316227670060471 0.9337905070278794
258 1.1086975746631733 0.2014282594289769 -0.9072693152341964 0.9646847900003195 0.9609555630013347
259 1.1120864401671637 0.2021159432439914 -0.9099704969231723 0.9262670590542257 0.90816328197252
260 1.115464129167334 0.20279510063852335 -0.9126690285288106 0.9167766550090164 0.9163892089854926
