x olderr newerr delta newt oldt
-0.37 0.16120207102271367 0.062087112702741976 -0.09911495831997169 1.841263914015144 1.8212906039552763
-0.36 0.1513712007180964 0.05773110528410902 -0.09364009543398738 1.90805944299791 1.9656150359660387
-0.35 0.14174403635546434 0.05354424122105983 -0.08819979513440451 1.883994942996651 1.816358165931888
-0.34 0.13234149155704383 0.04952803223417346 -0.08281345932287038 1.7862326920730993 1.8109005969017744
-0.33 0.12318360917601484 0.04568361661034637 -0.07749999256566847 1.863025586004369 1.8327317509101704
-0.32 0.11428939830803236 0.042011752555437876 -0.07227764575259449 1.86664462601766 1.8676848699105904
-0.31 0.10567668723354628 0.038512812376142846 -0.06716387485740344 1.8188850280130282 1.8517389140324667
-0.3 0.0973619925786815 0.03518677767014067 -0.06217521490854083 1.8435182858956978 1.8752391590969637
-0.29 0.08936040552247554 0.03203323522939788 -0.057327170293077656 1.8039327580481768 1.9611219479702413
-0.28 0.0816854943075585 0.02905137395818319 -0.05263412034937531 1.8308674729196355 2.0007069390267134
-0.27 0.07434922405811767 0.026239982730938916 -0.04810924132717875 1.888851279974915 1.7999875370878726
-0.26 0.06736189051164099 0.023597449263438375 -0.04376444124820261 1.8133839840302244 1.8288668160093948
-0.25 0.06073206891055574 0.021121759973157878 -0.039610308937397865 1.8597184090176597 1.8165361980209127
-0.24 0.05446657433557245 0.018810500891152604 -0.035656073444419845 1.8314606370404363 1.832433067029342
-0.23 0.04857043364666727 0.016660859743402617 -0.031909573903264654 1.854810788994655 1.843291693017818
-0.22 0.04304686569221769 0.014669628988072614 -0.028377236704145076 1.8217514529824257 1.831001044018194
-0.21 0.037897270031565566 0.01283321015763278 -0.025064059873932787 1.8274021360557526 1.848194848978892
-0.2 0.0331212223719044 0.011147619249987722 -0.02197360312191668 1.9419834329746664 1.9464365530293435
-0.19 0.028716473856994967 0.009608493351627861 -0.019107980505367106 1.8601037660846487 1.83637190295849
-0.18 0.024678957452422212 0.008211098421955831 -0.01646785903046638 1.8816946119768545 1.8472990370355546
-0.17 0.021002797455351857 0.006950338290377611 -0.014052459164974246 1.8978537579532713 1.9136440680595115
-0.16 0.01768032335127534 0.005820764856538735 -0.011859558494736605 1.9292206940008327 1.9254620290594175
-0.15 0.014702090084486141 0.004816589486083683 -0.009885500598402458 1.8530488079413772 1.8875948360655457
-0.14 0.012056901903957473 0.003931695626857246 -0.008125206277100228 1.9228647740092129 1.836472918977961
-0.13 0.00973184431889948 0.003159652521777856 -0.006572191797121624 1.8603287410223857 1.8241223989753053
-0.12 0.007712322864822832 0.002493730209408143 -0.005218592655414689 1.826776486937888 1.8140507920179516
-0.11 0.00598211044352405 0.0019269154695105567 -0.004055194974013493 1.7986647270154208 1.8282419659662992
-0.1 0.00452340484397093 0.0014519290793465894 -0.00307147576462434 1.8474464809987694 1.872999017010443
-0.09 0.0033168965352999985 0.0010612437640968309 -0.0022556527712031677 1.9301599559839815 1.951021258952096
-0.08 0.0023418495054669114 0.0007471035128645276 -0.0015947459926023838 1.812854974064976 1.8549780839821324
-0.07 0.001576193276051352 0.0005015436624821873 -0.0010746496135691647 1.8941098399227485 1.837372559006326
-0.06 0.0009966287816978447 0.0003164115916365687 -0.0006802171900612761 1.8407813089434057 1.853165348060429
-0.05 0.0005787468438532561 0.00018338869934178548 -0.00039535814451147067 1.9254885510308668 1.8976662079803646
-0.04 0.0002971592290216471 9.401263083733125e-05 -0.00020314659818431585 1.8883609600597993 1.9933437369763851
-0.03 0.0001256414425354485 3.97002277732518e-05 -8.594121476219671e-05 1.8932174739893526 1.888840397936292
-0.02 3.7285936286421406e-05 1.1771213124130153e-05 -2.5514723162291253e-05 1.915215015062131 1.8589753189589828
-0.01 4.665229398086515e-06 1.4720111996147783e-06 -3.1932181984717367e-06 1.884717485983856 1.8443567489739507
0.0 0.0 0.0 0.0 1.8948672679252923 1.8641335780266672
0.01 4.665261364512549e-06 1.472021526704656e-06 -3.193239837807893e-06 1.8695505649084225 1.8364770920015872
0.02 3.728597595009653e-05 1.1771219971364738e-05 -2.551475597873179e-05 1.849978007026948 1.8394488559570163
0.03 0.00012564142141938128 3.970021945318841e-05 -8.594120196619287e-05 1.8174655509646982 1.8740254520671442
0.04 0.0002971592735863046 9.401261674533284e-05 -0.00020314665684097177 1.89699198002927 1.8475715758977458
0.05 0.0005787468757314854 0.00018338870016865877 -0.0003953581755628266 1.820769451907836 1.8478687750175595
0.06 0.00099662867706439 0.0003164115816537347 -0.0006802170954106554 1.8270642599090934 1.8622751680668443
0.07 0.0015761932728748512 0.000501543652676073 -0.0010746496201987782 1.864385875989683 1.8704758120002225
0.08 0.002341849401120477 0.0007471035252831354 -0.0015947458758373417 1.8492846260778606 1.8637784559978172
0.09 0.003316896445554815 0.0010612437552735 -0.002255652690281315 1.8481210849713534 1.829455740051344
0.1 0.004523404819316054 0.0014519290847601757 -0.0030714757345558785 1.8582412879914045 1.8274810800794512
0.11 0.005982110347659775 0.0019269154804935629 -0.004055194867166212 1.8391574668930843 1.8934478330193087
0.12 0.007712322852689871 0.0024937302105190323 -0.005218592642170838 1.921698588063009 1.8357717979233712
0.13 0.009731844301138215 0.003159652525169726 -0.006572191775968489 1.8402319129090756 1.8735663620755076
0.14 0.012056901873375991 0.003931695615277397 -0.008125206258098594 1.8257420549634844 1.8186370340408757
0.15 0.014702090099807691 0.004816589470979987 -0.009885500628827704 1.8084960439009592 1.8482279099989682
0.16 0.017680323376812912 0.005820764858011446 -0.011859558518801466 1.893923286930658 1.8605793180176988
0.17 0.02100279740774394 0.00695033829792685 -0.01405245910981709 1.874508882057853 1.8553289260016754
0.18 0.02467895746837298 0.008211098422021779 -0.016467859046351202 1.8484218559460714 1.799181072972715
0.19 0.02871647381434758 0.009608493354751224 -0.019107980459596358 1.8028603249695152 1.8239770900690928
0.2 0.03312122232188003 0.011147619259952168 -0.02197360306192786 1.8584826870355755 1.7995717310113832
0.21 0.03789726999802959 0.012833210155669905 -0.02506405984235968 1.8617581869475543 1.8323880500392988
0.22 0.04304686565115831 0.014669628992974304 -0.028377236658184007 1.8186935930280015 1.810405096039176
0.23 0.048570433673543495 0.016660859742126027 -0.03190957393141747 1.8143854140071198 1.8264038000488654
0.24 0.0544665743738052 0.018810500898499893 -0.035656073475305305 1.8286066070431843 1.8061759859556332
0.25 0.06073206891055574 0.021121759973157878 -0.039610308937397865 1.8034653899958357 1.8488366039237007
0.26 0.06736189057861458 0.02359744927259838 -0.0437644413060162 1.8742662810254842 1.8203134969808161
0.27 0.07434922395766203 0.026239982736023015 -0.04810924122163901 1.9224405090790242 1.9171992079354823
0.28 0.08168549433755434 0.02905137395583346 -0.052634120381720884 1.8591773438965902 1.8449415300274268
0.29 0.08936040553599756 0.032033235228220436 -0.05732717030777712 1.8656604159623384 1.8385258230846375
0.3 0.09736199257669104 0.03518677767564893 -0.06217521490104211 1.8479388799751177 1.8497355269500986
0.31 0.10567668717810225 0.03851281237489118 -0.06716387480321107 1.8716378920944408 1.8401383359450847
0.32 0.1142893983498679 0.04201175255020112 -0.07227764579966678 1.8395090700360015 1.8749956289539114
0.33 0.12318360915990745 0.04568361660961062 -0.07749999255029683 1.8464517149841413 1.8811108090449125
0.34 0.13234149157365604 0.049528032238186415 -0.08281345933546963 2.2064341879449785 2.049021066050045
0.35 0.14174403637451422 0.05354424121647966 -0.08819979515803456 2.0859903669916093 2.1256051250966266
0.36 0.15137120073078963 0.0577311052960055 -0.09364009543478413 2.052224572049454 1.9566972739994526
0.37 0.16120207098047823 0.062087112704507175 -0.09911495827597105 2.035267384024337 1.902572704013437
0.38 0.17121503797612975 0.06661038563725274 -0.104604652338877 1.8550537599949166 1.8869295759359375
0.39 0.18138798409097495 0.07129868832072656 -0.1100892957702484 1.8836166479159147 2.032715175068006
0.4 0.19169847878253654 0.07614943592579698 -0.11554904285673956 1.8744785439921543 1.8866868980694562
0.41 0.2021239776179513 0.08115970422593727 -0.12096427339201404 1.8120767080690712 1.8584161209873855
0.42 0.2126420232437199 0.08632623978548903 -0.12631578345823086 1.828809719067067 1.857953472994268
0.43 0.2232304427338428 0.0916454709037337 -0.1315849718301091 1.855697066988796 1.8287954489933327
0.44 0.23386753830732632 0.0971135191764011 -0.13675401913092522 1.820795962936245 1.9027559070382267
0.45 0.24453226693032248 0.1027262115861165 -0.14180605534420598 2.113867395091802 1.8720047780079767
0.46 0.2552044055599265 0.10847909321367977 -0.14672531234624675 1.8934118459001184 1.9205884030088782
0.47 0.2658646991452146 0.11436744052549286 -0.15149725861972174 1.8418968650512397 2.0159776699729264
0.48 0.2764949880967627 0.12038627505376681 -0.1561087130429959 1.8579130920115858 1.8033760499674827
0.49 0.2870783143079499 0.1265303776616456 -0.1605479366463043 1.8207825910067186 1.8395516430027783
0.5 0.2975990034653186 0.1327943032926771 -0.16480470017264148 1.880737532977946 1.8417800009483472
0.51 0.30804272388352033 0.1391723960056342 -0.16887032787788614 1.8504212079569697 1.827116179978475
0.52 0.3183965215751708 0.14565880457437125 -0.17273771700079954 1.8734658799367025 1.8034861769992858
0.53 0.3286488326825507 0.15224749833154877 -0.17640133435100191 1.8360455380752683 1.9032155519817024
0.54 0.3387894741282871 0.15893228341627652 -0.17985719071201056 1.891630957950838 1.8397552120732144
0.55 0.34880961489512285 0.1657068192558273 -0.18310279563929555 1.8206887419801205 1.9056462249718606
0.56 0.35870172974411296 0.17256463541672362 -0.18613709432738934 1.8874905980192125 1.8562086489982903
0.57 0.36845953788953123 0.17949914845956738 -0.18896038942996385 1.9102459450950846 1.8569578299066052
0.58 0.37807792922785455 0.18650367925621925 -0.1915742499716353 1.8339766620192677 1.8596456269733608
0.59 0.38755288094637885 0.19357147019218668 -0.19398141075419217 1.8476629439974204 1.8748253691010177
0.6 0.3968813667581039 0.20069570257139868 -0.19618566418670524 1.8288177259964868 1.8164553010137752
0.61 0.4060612614132141 0.20786951404565368 -0.1981917473675604 1.8223628989653662 1.8195384540595114
0.62 0.4150912430082363 0.2150860160214797 -0.2000052269867566 1.8419099840102717 1.8077315110713243
0.63 0.4239706946830536 0.2223383109878253 -0.2016323836952283 1.7926245300332084 1.8241526919882745
0.64 0.4326996077900662 0.22961950974937473 -0.2030800980406915 1.8499914039857686 1.8691811920143664
0.65 0.4412784881300921 0.23692274846468997 -0.2043557396654021 1.8197006219998002 1.817264441982843
0.66 0.4497082663686417 0.24424120547897255 -0.20546706088966915 1.8354917679680511 1.812236433965154
0.67 0.4579902134747993 0.251568117835696 -0.2064220956391033 1.8521955430041999 1.8622519460041076
0.68 0.4661258623904856 0.2588967974925551 -0.20722906489793047 1.8090324359945953 1.8485935219796374
0.69 0.474116935862552 0.2662206471217822 -0.20789628874076982 1.8627526740310714 1.8063604439375922
0.7 0.48196528109950776 0.27353317540930766 -0.2084321056902001 1.8431302139069885 1.8385099871084094
0.71 0.4896728112595091 0.28082801194621065 -0.20884479931329847 1.8013525500427932 1.8239157139323652
0.72 0.4972414537142028 0.2880989214885704 -0.2091425322256324 1.8295630139764398 1.8691795920021832
0.73 0.5046731049377485 0.29533981761499595 -0.20933328732275258 1.8325794610427693 1.8565008419100195
0.74 0.5119695917615089 0.3025447757592563 -0.2094248160022526 1.8305275549646467 1.8749066370073706
0.75 0.5191326387075531 0.30970804551793363 -0.20942459318961948 1.946480353944935 1.8436149660265073
0.76 0.5261638408598137 0.31682406221633996 -0.20933977864347375 1.8390265459893271 1.855377328931354
0.77 0.5330646420638578 0.32388745768171856 -0.20917718438213928 1.8276647409657016 1.8845800450071692
0.78 0.5398363178798994 0.3308930702499081 -0.20894324762999128 1.83955380495172 1.881387826986611
0.79 0.5464799628141812 0.33783595383952236 -0.20864400897465885 1.85115938691888 1.8234263650374487
0.8 0.5529964815076948 0.3447113862372825 -0.20828509527041228 1.8130472669145092 1.827099109068513
0.81 0.5593865833509033 0.35151487645294166 -0.20787170689796164 1.835502556990832 1.8091020520078018
0.82 0.5656507801256209 0.35824217114233636 -0.2074086089832845 1.8515008511021733 1.9356179599417374
0.83 0.571789386341163 0.3648892601706303 -0.20690012617053277 1.9144809390418231 1.8567160950042307
0.84 0.5778025218781672 0.3714523812022318 -0.20635014067593538 1.9770959119778126 1.9662616739515215
0.85 0.5836901165091748 0.37792802336298004 -0.20576209314619476 2.0372203370789066 2.073887074016966
0.86 0.5894519161672445 0.384312930032372 -0.20513898613487247 2.0220512190135196 2.194523815996945
0.87 0.5950874905757962 0.3906041006552067 -0.20448338992058956 1.9744996590306982 1.8961131459800526
0.88 0.6005962419281851 0.3967987917089427 -0.20379745021924234 1.9782975310226902 1.893104414921254
0.89 0.605977414596534 0.4028945167676756 -0.20308289782885836 1.8597149190027267 1.8573855719296262
0.9 0.6112301054529097 0.4088890457112586 -0.20234105974165106 1.843335881945677 1.8723266460001469
0.91 0.6163532747809427 0.4147804031189547 -0.201572871661988 1.8496206160634756 1.9043890089960769
0.92 0.621345757527064 0.4205668658499 -0.200778891677164 1.8725628500105813 1.876212656032294
0.93 0.6262062748405958 0.4262469598679536 -0.1999593149726422 1.824910947936587 1.8501845240825787
0.94 0.6309334457334416 0.43181945637729535 -0.19911398935614621 1.8621076659765095 1.8439237350830808
0.95 0.6355257987556824 0.43728336719516103 -0.19824243156052135 2.0776097750058398 1.9496246329508722
0.96 0.6399817836475835 0.4426379395739998 -0.19734384407358374 2.0491412290139124 2.120467887027189
0.97 0.6442997828728545 0.4478826503801743 -0.19641713249268022 2.001353729981929 2.022033709916286
0.98 0.6484781229548618 0.45301719973175814 -0.1954609232231037 1.9778295250143856 1.9601309050340205
0.99 0.6525150855671064 0.4580415041513749 -0.19447358141573146 1.8926459930371493 1.849114508018829
1.0 0.6564089184096336 0.4629556892682247 -0.19345322914140883 1.8192031659418717 1.867118866997771
