x yhat y
-2.00000000000000 -1.10717399816108 -1.10714871779409
-1.90000000000000 -1.08634268527839 -1.08631839775787
-1.80000000000000 -1.06371863656711 -1.06369782240256
-1.70000000000000 -1.03908846061605 -1.03907225953609
-1.60000000000000 -1.01220849863498 -1.01219701145133
-1.50000000000000 -0.982801093073458 -0.982793723247329
-1.40000000000000 -0.950551049327423 -0.950546840812075
-1.30000000000000 -0.915102773124636 -0.915100700553360
-1.20000000000000 -0.876058874624187 -0.876058050598193
-1.10000000000000 -0.832981484600945 -0.832981266674432
-1.00000000000000 -0.785398159971188 -0.785398163397448
-0.900000000000000 -0.732815057544140 -0.732815101786507
-0.800000000000000 -0.674740913411032 -0.674740942223553
-0.700000000000000 -0.610725953356467 -0.610725964389209
-0.600000000000000 -0.540419497587832 -0.540419500270584
-0.500000000000000 -0.463647608622708 -0.463647609000806
-0.400000000000000 -0.380506377088960 -0.380506377112365
-0.300000000000000 -0.291456794477762 -0.291456794477867
-0.200000000000000 -0.197395559849893 -0.197395559849881
-0.100000000000000 -0.0996686524911620 -0.0996686524911620
0.000000000000000 0.000000000000000 0.000000000000000
0.100000000000000 0.0996686524911620 0.0996686524911620
0.200000000000000 0.197395559849893 0.197395559849881
0.300000000000000 0.291456794477762 0.291456794477867
0.400000000000000 0.380506377088960 0.380506377112365
0.500000000000000 0.463647608622708 0.463647609000806
0.600000000000000 0.540419497587832 0.540419500270584
0.700000000000000 0.610725953356467 0.610725964389209
0.800000000000000 0.674740913411032 0.674740942223553
0.900000000000000 0.732815057544140 0.732815101786507
1.00000000000000 0.785398159971188 0.785398163397448
1.10000000000000 0.832981484600945 0.832981266674432
1.20000000000000 0.876058874624187 0.876058050598193
1.30000000000000 0.915102773124636 0.915100700553360
1.40000000000000 0.950551049327423 0.950546840812075
1.50000000000000 0.982801093073458 0.982793723247329
1.60000000000000 1.01220849863498 1.01219701145133
1.70000000000000 1.03908846061605 1.03907225953609
1.80000000000000 1.06371863656711 1.06369782240256
1.90000000000000 1.08634268527839 1.08631839775787
2.00000000000000 1.10717399816108 1.10714871779409
2.10000000000000 1.12639934258388 1.12637711689380
2.20000000000000 1.14418226400212 1.14416883366802
2.30000000000000 1.16066617319296 1.16066898625341
2.40000000000000 1.17597709317325 1.17600520709514
2.50000000000000 1.19022606884369 1.19028994968253
2.60000000000000 1.20351125842602 1.20362249297668
2.70000000000000 1.21591973401073 1.21609067478396
2.80000000000000 1.22752902196897 1.22777238637419
2.90000000000000 1.23840841448255 1.23873685925201
3.00000000000000 1.24862008220787 1.24904577239825
3.10000000000000 1.25822001588238 1.25875420523236
3.20000000000000 1.26725882199970 1.26791145841993
3.30000000000000 1.27578239483564 1.27656176168371
3.40000000000000 1.28383248429957 1.28474488507758
3.50000000000000 1.29144717643169 1.29249666778979
3.60000000000000 1.29866130093189 1.29984947645648
3.70000000000000 1.30550677792116 1.30683260316919
3.80000000000000 1.31201291420877 1.31347261182381
3.90000000000000 1.31820665766104 1.31979364015186
4.00000000000000 1.32411281682419 1.32581766366803
4.10000000000000 1.32975425172403 1.33156472683124
4.20000000000000 1.33515204072595 1.33705314592600
4.30000000000000 1.34032562746747 1.34229968750303
4.40000000000000 1.34529295114877 1.34731972565426
4.50000000000000 1.35007056286578 1.35212738092095
4.60000000000000 1.35467373017440 1.35673564323108
4.70000000000000 1.35911653166842 1.36115648092068
4.80000000000000 1.36341194302235 1.36540093760513
4.90000000000000 1.36757191568082 1.36947921842026
5.00000000000000 1.37160744915864 1.37340076694502
5.10000000000000 1.37552865773937 1.37717433393895
5.20000000000000 1.37934483221928 1.38080803887618
5.30000000000000 1.38306449723016 1.38430942512768
5.40000000000000 1.38669546458383 1.38768550953241
5.50000000000000 1.39024488300881 1.39094282700242
5.60000000000000 1.39371928459203 1.39408747072486
5.70000000000000 1.39712462819234 1.39712512845332
5.80000000000000 1.40046634005606 1.40006111531961
5.90000000000000 1.40374935183511 1.40290040354452
6.00000000000000 1.40697813618526 1.40564764938027
6.10000000000000 1.41015674010253 1.40830721757769
6.20000000000000 1.41328881614063 1.41088320363668
6.30000000000000 1.41637765163964 1.41337945406831
6.40000000000000 1.41942619608563 1.41579958487096
6.50000000000000 1.42243708671194 1.41814699839963
6.60000000000000 1.42541267244564 1.42042489878776
6.70000000000000 1.42835503629569 1.42263630606307
6.80000000000000 1.43126601627404 1.42478406908362
6.90000000000000 1.43414722493531 1.42687087740668
7.00000000000000 1.43700006761626 1.42889927219073
7.10000000000000 1.43982575945183 1.43087165622078
7.20000000000000 1.44262534124047 1.43279030313738
7.30000000000000 1.44539969422769 1.43465736594176
7.40000000000000 1.44814955387334 1.43647488484193
7.50000000000000 1.45087552266430 1.43824479449822
7.60000000000000 1.45357808203154 1.43996893072084
7.70000000000000 1.45625760342695 1.44164903666688
7.80000000000000 1.45891435861248 1.44328676857966
7.90000000000000 1.46154852921150 1.44488370110910
8.00000000000000 1.46416021556908 1.44644133224814
8.10000000000000 1.46674944496575 1.44796108791700
8.20000000000000 1.46931617922629 1.44944432622413
8.30000000000000 1.47186032176330 1.45089234142987
8.40000000000000 1.47438172409226 1.45230636763676
8.50000000000000 1.47688019185332 1.45368758222803
8.60000000000000 1.47935549037240 1.45503710907409
8.70000000000000 1.48180734979259 1.45635602152483
8.80000000000000 1.48423546980476 1.45764534520441
8.90000000000000 1.48663952400447 1.45890606062322
9.00000000000000 1.48901916390073 1.46013910562100
9.10000000000000 1.49137402260049 1.46134537765353
9.20000000000000 1.49370371819112 1.46252573593444
9.30000000000000 1.49600785684188 1.46368100344266
9.40000000000000 1.49828603564392 1.46481196880530
9.50000000000000 1.50053784520719 1.46591938806466
9.60000000000000 1.50276287203128 1.46700398633785
9.70000000000000 1.50496070066616 1.46806645937623
9.80000000000000 1.50713091567798 1.46910747503182
9.90000000000000 1.50927310343356 1.47012767463707
10.0000000000000 1.51138685371686 1.47112767430373
10.1000000000000 1.51347176118941 1.47210806614649
10.2000000000000 1.51552742670617 1.47306941943618
10.3000000000000 1.51755345849726 1.47401228168742
10.4000000000000 1.51954947322549 1.47493717968488
10.5000000000000 1.52151509692893 1.47584462045214
10.6000000000000 1.52344996585699 1.47673509216691
10.7000000000000 1.52535372720800 1.47760906502602
10.8000000000000 1.52722603977587 1.47846699206330
10.9000000000000 1.52906657451250 1.47930930992339
11.0000000000000 1.53087501501268 1.48013643959415
11.1000000000000 1.53265105792728 1.48094878710027
11.2000000000000 1.53439441331039 1.48174674416040
11.3000000000000 1.53610480490566 1.48253068881009
11.4000000000000 1.53778197037661 1.48330098599251
11.5000000000000 1.53942566148550 1.48405798811891
11.6000000000000 1.54103564422488 1.48480203560066
11.7000000000000 1.54261169890576 1.48553345735437
11.8000000000000 1.54415362020608 1.48625257128190
11.9000000000000 1.54566121718277 1.48695968472648
12.0000000000000 1.54713431325055 1.48765509490646
12.1000000000000 1.54857274613054 1.48833908932783
12.2000000000000 1.54997636777109 1.48901194617690
12.3000000000000 1.55134504424374 1.48967393469400
12.4000000000000 1.55267865561627 1.49032531552944
12.5000000000000 1.55397709580531 1.49096634108266
12.6000000000000 1.55524027241036 1.49159725582545
12.7000000000000 1.55646810653117 1.49221829661009
12.8000000000000 1.55766053257023 1.49282969296335
12.9000000000000 1.55881749802186 1.49343166736692
13.0000000000000 1.55993896324962 1.49402443552512
13.1000000000000 1.56102490125321 1.49460820662051
13.2000000000000 1.56207529742630 1.49518318355807
13.3000000000000 1.56309014930636 1.49574956319846
13.4000000000000 1.56406946631771 1.49630753658101
13.5000000000000 1.56501326950873 1.49685728913696
13.6000000000000 1.56592159128420 1.49739900089328
13.7000000000000 1.56679447513362 1.49793284666790
13.8000000000000 1.56763197535641 1.49845899625630
13.9000000000000 1.56843415678455 1.49897761461039
14.0000000000000 1.56920109450352 1.49948886200961
14.1000000000000 1.56993287357211 1.49999289422499
14.2000000000000 1.57062958874164 1.50048986267627
14.3000000000000 1.57129134417516 1.50097991458255
14.4000000000000 1.57191825316717 1.50146319310669
14.5000000000000 1.57251043786414 1.50193983749385
14.6000000000000 1.57306802898648 1.50240998320439
14.7000000000000 1.57359116555214 1.50287376204138
14.8000000000000 1.57407999460225 1.50333130227299
14.9000000000000 1.57453467092912 1.50378272875009
15.0000000000000 1.57495535680691 1.50422816301907
15.1000000000000 1.57534222172512 1.50466772343032
15.2000000000000 1.57569544212524 1.50510152524243
15.3000000000000 1.57601520114075 1.50552968072235
15.4000000000000 1.57630168834057 1.50595229924169
15.5000000000000 1.57655509947622 1.50636948736934
15.6000000000000 1.57677563623282 1.50678134896055
15.7000000000000 1.57696350598401 1.50718798524263
15.8000000000000 1.57711892155098 1.50758949489744
15.9000000000000 1.57724210096561 1.50798597414080
16.0000000000000 1.57733326723788 1.50837751679894
16.1000000000000 1.57739264812763 1.50876421438214
16.2000000000000 1.57742047592069 1.50914615615564
16.3000000000000 1.57741698720936 1.50952342920799
16.4000000000000 1.57738242267750 1.50989611851691
16.5000000000000 1.57731702688996 1.51026430701279
16.6000000000000 1.57722104808667 1.51062807563989
16.7000000000000 1.57709473798109 1.51098750341537
16.8000000000000 1.57693835156337 1.51134266748624
16.9000000000000 1.57675214690787 1.51169364318431
17.0000000000000 1.57653638498530 1.51204050407917
17.1000000000000 1.57629132947930 1.51238332202941
17.2000000000000 1.57601724660756 1.51272216723194
17.3000000000000 1.57571440494731 1.51305710826979
17.4000000000000 1.57538307526529 1.51338821215810
17.5000000000000 1.57502353035209 1.51371554438863
17.6000000000000 1.57463604486080 1.51403916897280
17.7000000000000 1.57422089515005 1.51435914848319
17.8000000000000 1.57377835913119 1.51467554409372
17.9000000000000 1.57330871611981 1.51498841561846
18.0000000000000 1.57281224669128 1.51529782154918
18.1000000000000 1.57228923254052 1.51560381909165
18.2000000000000 1.57173995634576 1.51590646420074
18.3000000000000 1.57116470163627 1.51620581161442
18.4000000000000 1.57056375266408 1.51650191488659
18.5000000000000 1.56993739427956 1.51679482641893
18.6000000000000 1.56928591181074 1.51708459749166
18.7000000000000 1.56860959094652 1.51737127829340
18.8000000000000 1.56790871762342 1.51765491794996
18.9000000000000 1.56718357791607 1.51793556455238
19.0000000000000 1.56643445793117 1.51821326518395
19.1000000000000 1.56566164370497 1.51848806594648
19.2000000000000 1.56486542110424 1.51876001198568
19.3000000000000 1.56404607573047 1.51902914751584
19.4000000000000 1.56320389282750 1.51929551584367
19.5000000000000 1.56233915719228 1.51955915939148
19.6000000000000 1.56145215308884 1.51982011971958
19.7000000000000 1.56054316416536 1.52007843754810
19.8000000000000 1.55961247337424 1.52033415277804
19.9000000000000 1.55866036289513 1.52058730451179
20.0000000000000 1.55768711406094 1.52083793107295
