x gl euler
-50.0000000000000 0.517117989056621 1.48959144682632
-49.7500000000000 0.513247134089865 1.48918403935195
-49.5000000000000 0.509354417529710 1.48877252667300
-49.2500000000000 0.505439765035886 1.48835684647843
-49.0000000000000 0.501503105128173 1.48793693519079
-48.7500000000000 0.497544369334544 1.48751272793392
-48.5000000000000 0.493563492344853 1.48708415849965
-48.2500000000000 0.489560412170262 1.48665115931348
-48.0000000000000 0.485535070308592 1.48621366139915
-47.7500000000000 0.481487411915805 1.48577159434216
-47.5000000000000 0.477417385983824 1.48532488625213
-47.2500000000000 0.473324945524907 1.48487346372393
-47.0000000000000 0.469210047762779 1.48441725179764
-46.7500000000000 0.465072654330775 1.48395617391721
-46.5000000000000 0.460912731477198 1.48349015188775
-46.2500000000000 0.456730250278157 1.48301910583151
-46.0000000000000 0.452525186858102 1.48254295414243
-45.7500000000000 0.448297522618349 1.48206161343914
-45.5000000000000 0.444047244473806 1.48157499851650
-45.2500000000000 0.439774345098211 1.48108302229549
-45.0000000000000 0.435478823178134 1.48058559577150
-44.7500000000000 0.431160683676024 1.48008262796080
-44.5000000000000 0.426819938102598 1.47957402584537
-44.2500000000000 0.422456604798867 1.47905969431568
-44.0000000000000 0.418070709228096 1.47853953611172
-43.7500000000000 0.413662284278016 1.47801345176191
-43.5000000000000 0.409231370573605 1.47748133951993
-43.2500000000000 0.404778016800760 1.47694309529943
-43.0000000000000 0.400302280041201 1.47639861260640
-42.7500000000000 0.395804226118933 1.47584778246928
-42.5000000000000 0.391283929958636 1.47529049336653
-42.2500000000000 0.386741475956313 1.47472663115170
-42.0000000000000 0.382176958362578 1.47415607897585
-41.7500000000000 0.377590481678935 1.47357871720717
-41.5000000000000 0.372982161067438 1.47299442334776
-41.2500000000000 0.368352122774103 1.47240307194733
-41.0000000000000 0.363700504566459 1.47180453451391
-40.7500000000000 0.359027456185634 1.47119867942115
-40.5000000000000 0.354333139813372 1.47058537181229
-40.2500000000000 0.349617730554378 1.46996447350061
-40.0000000000000 0.344881416934402 1.46933584286611
-39.7500000000000 0.340124401414466 1.46869933474834
-39.5000000000000 0.335346900921647 1.46805480033527
-39.2500000000000 0.330549147396831 1.46740208704785
-39.0000000000000 0.325731388359841 1.46674103842023
-38.7500000000000 0.320893887492373 1.46607149397536
-38.5000000000000 0.316036925239122 1.46539328909585
-38.2500000000000 0.311160799427539 1.46470625488967
-38.0000000000000 0.306265825906594 1.46401021805081
-37.7500000000000 0.301352339204973 1.46330500071425
-37.5000000000000 0.296420693209074 1.46259042030531
-37.2500000000000 0.291471261861207 1.46186628938297
-37.0000000000000 0.286504439878359 1.46113241547689
-36.7500000000000 0.281520643491881 1.46038860091784
-36.5000000000000 0.276520311208447 1.45963464266125
-36.2500000000000 0.271503904592608 1.45887033210354
-36.0000000000000 0.266471909071238 1.45809545489086
-35.7500000000000 0.261424834760157 1.45730979071989
-35.5000000000000 0.256363217313181 1.45651311313036
-35.2500000000000 0.251287618793817 1.45570518928878
-35.0000000000000 0.246198628569790 1.45488577976302
-34.7500000000000 0.241096864230537 1.45405463828735
-34.5000000000000 0.235982972527785 1.45321151151723
-34.2500000000000 0.230857630339238 1.45235613877366
-34.0000000000000 0.225721545655395 1.45148825177625
-33.7500000000000 0.220575458589406 1.45060757436463
-33.5000000000000 0.215420142409848 1.44971382220756
-33.2500000000000 0.210256404596210 1.44880670249904
-33.0000000000000 0.205085087916782 1.44788591364081
-32.7500000000000 0.199907071528585 1.44695114491046
-32.5000000000000 0.194723272098843 1.44600207611450
-32.2500000000000 0.189534644947423 1.44503837722541
-32.0000000000000 0.184342185209523 1.44405970800197
-31.7500000000000 0.179146929017771 1.44306571759192
-31.5000000000000 0.173949954702773 1.44205604411589
-31.2500000000000 0.168752384010951 1.44103031423168
-31.0000000000000 0.163555383338404 1.43998814267783
-30.7500000000000 0.158360164979280 1.43892913179512
-30.5000000000000 0.153167988387019 1.43785287102497
-30.2500000000000 0.147980161446551 1.43675893638337
-30.0000000000000 0.142798041755345 1.43564688990884
-29.7500000000000 0.137623037910948 1.43451627908304
-29.5000000000000 0.132456610802370 1.43336663622237
-29.2500000000000 0.127300274902403 1.43219747783892
-29.0000000000000 0.122155599557634 1.43100830396882
-28.7500000000000 0.117024210272590 1.42979859746628
-28.5000000000000 0.111907789984077 1.42856782326094
-28.2500000000000 0.106808080321414 1.42731542757661
-28.0000000000000 0.101726882847812 1.42604083710885
-27.7500000000000 0.0966660602777356 1.42474345815890
-27.5000000000000 0.0916275376645828 1.42342267572123
-27.2500000000000 0.0866133035525307 1.42207785252181
-27.0000000000000 0.0816254110858243 1.42070832800400
-26.7500000000000 0.0766659790682214 1.41931341725864
-26.5000000000000 0.0717371929646713 1.41789240989480
-26.2500000000000 0.0668413058366537 1.41644456884730
-26.0000000000000 0.0619806392018807 1.41496912911689
-25.7500000000000 0.0571575838083249 1.41346529643850
-25.5000000000000 0.0523746003117358 1.41193224587290
-25.2500000000000 0.0476342198449482 1.41036912031654
-25.0000000000000 0.0429390444663953 1.40877502892390
-24.7500000000000 0.0382917474742808 1.40714904543647
-24.5000000000000 0.0336950735718546 1.40549020641177
-24.2500000000000 0.0291518388681675 1.40379750934543
-24.0000000000000 0.0246649306975602 1.40206991067877
-23.7500000000000 0.0202373072399467 1.40030632368360
-23.5000000000000 0.0158719969227099 1.39850561621547
-23.2500000000000 0.0115720975837073 1.39666660832572
-23.0000000000000 0.00734077537351241 1.39478806972187
-22.7500000000000 0.00318126337357105 1.39286871706512
-22.5000000000000 0.000903140094554500 1.39090721109263
-22.2500000000000 0.00490907349526304 1.38890215355131
-22.0000000000000 0.00883311446835000 1.38685208392861
