alpha x0 x255
0.00500000000000000 1.00642860044503 2.93098878501041e-13
0.0100000000000000 0.546022677046572 5.90349879203700e-7
0.0150000000000000 0.340934631154357 0.0000247166760187767
0.0200000000000000 0.228151052691170 0.000172235277037025
0.0250000000000000 0.159464391928906 0.000594864037032572
0.0300000000000000 0.114929353443019 0.00143251362556596
0.0350000000000000 0.0847756378339668 0.00278445100681202
0.0400000000000000 0.0636912125464193 0.00470747521840220
0.0450000000000000 0.0485732924698468 0.00722399093762593
0.0500000000000000 0.0375112912213396 0.0103315865985758
0.0550000000000000 0.0292798033188324 0.0140112358694928
0.0600000000000000 0.0230668541684902 0.0182335382940160
0.0650000000000000 0.0183198278809722 0.0229631951144862
0.0700000000000000 0.0146540915514530 0.0281621024458301
0.0750000000000000 0.0117967616075703 0.0337914264620167
0.0800000000000000 0.00955100784783080 0.0398129535474885
0.0850000000000000 0.00777278830049208 0.0461899345299823
0.0900000000000000 0.00635533635829214 0.0528875811625387
0.0950000000000000 0.00521860898773004 0.0598733268218412
0.100000000000000 0.00430198225664355 0.0671169297653593
0.105000000000000 0.00355911518225251 0.0745904733329494
0.110000000000000 0.00295428730993308 0.0822683006064731
0.115000000000000 0.00245975397027488 0.0901269092353023
0.120000000000000 0.00205381442969828 0.0981448239063063
0.125000000000000 0.00171938596225090 0.106302458215459
0.130000000000000 0.00144294123910811 0.114581973729648
0.135000000000000 0.00121370947426271 0.122967141282214
0.140000000000000 0.00102307096812974 0.131443207654489
0.145000000000000 0.000864094770982623 0.139996769500119
0.150000000000000 0.000731183165912815 0.148615655489034
0.155000000000000 0.000619796511856663 0.157288817057770
0.160000000000000 0.000526238988773287 0.166006227764368
0.165000000000000 0.000447490817375969 0.174758790997477
0.170000000000000 0.000381076172935006 0.183538255637432
0.175000000000000 0.000324958679537464 0.192337139181433
0.180000000000000 0.000277458336859837 0.201148657804326
0.185000000000000 0.000237185191221082 0.209966662815859
0.190000000000000 0.000202986154320210 0.218785582984330
0.195000000000000 0.000173902194894282 0.227600372217796
0.200000000000000 0.000149133751060286 0.236406462122695
0.205000000000000 0.000128012685544832 0.245199718992182
0.210000000000000 0.000109979469543475 0.253976404810456
0.215000000000000 0.0000945645610390973 0.262733141893353
0.220000000000000 0.0000813731602747225 0.271466880818392
0.225000000000000 0.0000700726938032877 0.280174871328780
0.230000000000000 0.0000603825104131298 0.288854635925190
0.235000000000000 0.0000520653757469347 0.297503945886306
0.240000000000000 0.0000449204340308521 0.306120799484107
0.245000000000000 0.0000387773699072132 0.314703402182713
0.250000000000000 0.0000334915546730485 0.323250148630344
0.255000000000000 0.0000289400021083945 0.331759606272816
0.260000000000000 0.0000250179918194722 0.340230500434001
0.265000000000000 0.0000216362442759059 0.348661700724005
0.270000000000000 0.0000187185528761328 0.357052208649703
0.275000000000000 0.0000161997954594521 0.365401146314649
0.280000000000000 0.0000140242615283152 0.373707746106611
0.285000000000000 0.0000121442426790945 0.381971341280991
0.290000000000000 0.0000105188429117220 0.390191357357451
0.295000000000000 9.11297296113389e-6 0.398367304255109
0.300000000000000 7.89649892235881e-6 0.406498769099016
0.305000000000000 6.84352046889103e-6 0.414585409637080
0.310000000000000 5.93175810289874e-6 0.422626948212542
0.315000000000000 5.14203228026607e-6 0.430623166242311
0.320000000000000 4.45782008071660e-6 0.438573899156263
0.325000000000000 3.86487741958301e-6 0.446479031756821
0.330000000000000 3.35091674064832e-6 0.454338493961991
0.335000000000000 2.90533173199492e-6 0.462152256898472
0.340000000000000 2.51896195848644e-6 0.469920329314555
0.345000000000000 2.18389141319146e-6 0.477642754285333
0.350000000000000 1.89327592939511e-6 0.485319606185277
0.355000000000000 1.64119518461329e-6 0.492950987905467
0.360000000000000 1.42252567224925e-6 0.500537028294889
0.365000000000000 1.23283157774286e-6 0.508077879806998
0.370000000000000 1.06827096087632e-6 0.515573716334467
0.375000000000000 9.25515028290154e-7 0.523024731216554
0.380000000000000 8.01678622508462e-7 0.530431135404871
0.385000000000000 6.94260321409956e-7 0.537793155774613
0.390000000000000 6.01090786626438e-7 0.545111033569405
0.395000000000000 5.20288194039154e-7 0.552385022968981
0.400000000000000 4.50219752560580e-7 0.559615389769791
0.405000000000000 3.89468457602978e-7 0.566802410169525
0.410000000000000 3.36804352940590e-7 0.573946369647279
0.415000000000000 2.91159675214203e-7 0.581047561931783
0.420000000000000 2.51607345920964e-7 0.588106288050765
0.425000000000000 2.17342350931441e-7 0.595122855455087
0.430000000000000 1.87665612116916e-7 0.602097577211821
0.435000000000000 1.61970011802737e-7 0.609030771260901
0.440000000000000 1.39728280146301e-7 0.615922759730450
0.445000000000000 1.20482487394232e-7 0.622773868306257
0.450000000000000 1.03834932829727e-7 0.629584425651243
0.455000000000000 8.94402347739742e-8 0.636354762871108
0.460000000000000 7.69984673354429e-8 0.643085213022650
0.465000000000000 6.62491999037229e-8 0.649776110661502
0.470000000000000 5.69663204904221e-8 0.656427791426311
0.475000000000000 4.89535390594635e-8 0.663040591656640
0.480000000000000 4.20404816736664e-8 0.669614848042022
0.485000000000000 3.60792945741650e-8 0.676150897299855
0.490000000000000 3.09416934148506e-8 0.682649075879982
0.495000000000000 2.65163985583664e-8 0.689109719693959
0.500000000000000 2.27069050377319e-8 0.695533163867180
0.505000000000000 1.94295441957593e-8 0.701919742512163
0.510000000000000 1.66117974487179e-8 0.708269788521431
0.515000000000000 1.41908309103655e-8 0.714583633378521
0.520000000000000 1.21122212703995e-8 0.720861606985814
0.525000000000000 1.03288472293646e-8 0.727104037507908
0.530000000000000 8.79992600270422e-9 0.733311251229414
0.535000000000000 7.49017582772164e-9 0.739483572426095
0.540000000000000 6.36908777570018e-9 0.745621323248374
0.545000000000000 5.41029265832549e-9 0.751724823616293
0.550000000000000 4.59101047548908e-9 0.757794391125077
0.555000000000000 3.89157245687481e-9 0.763830340960526
0.560000000000000 3.29500634184872e-9 0.769832985823500
0.565000000000000 2.78667412108765e-9 0.775802635862833
0.570000000000000 2.35395951619921e-9 0.781739598616040
0.575000000000000 1.98599536815891e-9 0.787644178957243
0.580000000000000 1.67342832924078e-9 0.793516679051780
0.585000000000000 1.40821256877643e-9 0.799357398316990
0.590000000000000 1.18343272959009e-9 0.805166633388718
0.595000000000000 9.93149799436802e-10 0.810944678093101
0.600000000000000 8.32266877637267e-10 0.816691823423239
0.605000000000000 6.96413889518984e-10 0.822408357520378
0.610000000000000 5.81846926195340e-10 0.828094565659263
0.615000000000000 4.85361795199424e-10 0.833750730237329
0.620000000000000 4.04218229258883e-10 0.839377130767450
0.625000000000000 3.36075819025912e-10 0.844974043873939
0.630000000000000 2.78936932810817e-10 0.850541743291578
0.635000000000000 2.31098873371138e-10 0.856080499867409
0.640000000000000 1.91111719042662e-10 0.861590581565072
0.645000000000000 1.57742382119371e-10 0.867072253471486
0.650000000000000 1.29943226549282e-10 0.872525777805679
0.655000000000000 1.06825422581854e-10 0.877951413929578
0.660000000000000 8.76358541290756e-11 0.883349418360615
0.665000000000000 7.17372235688648e-11 0.888720044785958
0.670000000000000 5.85908802956207e-11 0.894063544078265
0.675000000000000 4.77424914417194e-11 0.899380164312787
0.680000000000000 3.88091928963756e-11 0.904670150785730
0.685000000000000 3.14689311646058e-11 0.909933746033727
0.690000000000000 2.54514039473482e-11 0.915171189854344
0.695000000000000 2.05295336286326e-11 0.920382719327492
0.700000000000000 1.65136645099058e-11 0.925568568837673
0.705000000000000 1.32452271373040e-11 0.930728970096962
0.710000000000000 1.05921789857651e-11 0.935864152168644
0.715000000000000 8.44438593124626e-12 0.940974341491437
0.720000000000000 6.71054323220233e-12 0.946059761904232
0.725000000000000 5.31497808727484e-12 0.951120634671283
0.730000000000000 4.19504431192763e-12 0.956157178507774
0.735000000000000 3.29928676971273e-12 0.961169609605741
0.740000000000000 2.58501368458989e-12 0.966158141660264
0.745000000000000 2.01758609819080e-12 0.971122985895896
0.750000000000000 1.56822702971719e-12 0.976064351093289
0.755000000000000 1.21384384025684e-12 0.980982443615961
0.760000000000000 9.35370299733525e-13 0.985877467437187
0.765000000000000 7.17470527433761e-13 0.990749624166965
0.770000000000000 5.47710025481744e-13 0.995599113079013
0.775000000000000 4.15993165840215e-13 1.00042613113781
0.780000000000000 3.14267130837228e-13 1.00523087302559
0.785000000000000 2.36137035850940e-13 1.01001353116935
0.790000000000000 1.76362628205122e-13 1.01477429576772
0.795000000000000 1.30917499063798e-13 1.01951335481783
0.800000000000000 9.66042061160503e-14 1.02423089414204
0.805000000000000 7.07582141027766e-14 1.02892709741453
0.810000000000000 5.14551364479606e-14 1.03360214618782
0.815000000000000 3.72738876800819e-14 1.03825621991902
0.820000000000000 2.67045644856504e-14 1.04288949599608
0.825000000000000 1.90366241289060e-14 1.04750214976369
0.830000000000000 1.33818881901486e-14 1.05209435454912
0.835000000000000 9.35547935417465e-15 1.05666628168781
0.840000000000000 6.45409651648758e-15 1.06121810054872
0.845000000000000 4.44089209850063e-15 1.06574997855954
0.850000000000000 2.99020067965709e-15 1.07026208123158
0.855000000000000 1.98359847066361e-15 1.07475457218454
0.860000000000000 1.33226762955019e-15 1.07922761317092
0.865000000000000 8.58572472376788e-16 1.08368136410029
0.870000000000000 5.62512999143413e-16 1.08811598306326
0.875000000000000 3.25665420556713e-16 1.09253162635518
0.880000000000000 1.92438657601694e-16 1.09692844849967
0.885000000000000 1.33226762955019e-16 1.10130660227177
0.890000000000000 5.92118946466750e-17 1.10566623872095
0.895000000000000 2.96059473233375e-17 1.11000750719375
0.900000000000000 0.000000000000000 1.11433055535627
0.905000000000000 1.48029736616688e-17 1.11863552921627
0.910000000000000 2.96059473233375e-17 1.12292257314508
0.915000000000000 2.96059473233375e-17 1.12719182989926
0.920000000000000 4.44089209850063e-17 1.13144344064193
0.925000000000000 5.92118946466750e-17 1.13567754496387
0.930000000000000 5.92118946466750e-17 1.13989428090435
0.935000000000000 5.92118946466750e-17 1.14409378497168
0.940000000000000 5.92118946466750e-17 1.14827619216352
0.945000000000000 5.18104078158406e-17 1.15244163598692
0.950000000000000 4.44089209850063e-17 1.15659024847804
0.955000000000000 3.70074341541719e-17 1.16072216022172
0.960000000000000 3.70074341541719e-17 1.16483750037067
0.965000000000000 3.70074341541719e-17 1.16893639666448
0.970000000000000 2.59052039079203e-17 1.17301897544836
0.975000000000000 2.22044604925031e-17 1.17708536169159
0.980000000000000 1.85037170770859e-17 1.18113567900578
0.985000000000000 1.29526019539602e-17 1.18517004966278
0.990000000000000 9.25185853854297e-18 1.18918859461246
0.995000000000000 4.62592926927149e-18 1.19319143350016
1.00000000000000 0.000000000000000 1.19717868468392
